doc,dt,pid,texto,n_palavras
202402,2024-02-01,22,"Os meios de pagamento restritos (M1) totaliz aram R$613,7 bilhões, redução de 6,0% no mês, decorrente da contração de 3,6% e de 8,0% do papel -moeda em poder do público e dos depósitos à vista, respectivamente. Considerando -se dados dessazonalizados, o M1 registrou avanço de 2,1% no mês.",48
202402,2024-02-01,23,"O M2 recuou 0,9% no mês, com saldo total de R$5,9 trilhões, refletindo a retração do M1 e o do saldo da poupança. O saldo dos títulos emitidos por instituições financeiras alcançou R$4,3 trilhões, resultado do crescimento de 3,7% no saldo das letras de cré dito (LCA e LCI) e da retração de 1,3% no saldo dos depósitos a prazo, que totalizaram, respectivamente, R$850 bilhões e R$2,8 trilhões. No período, o saldo dos depósitos de poupança encolheu 1,5%, totalizando R$971 bilhões. O M3 cresceu 0,3% no período, totalizando R$10,9 trilhões, refletindo o aumento no saldo das quotas de fundos monetários que totalizou R$4,8 trilhões, com variação positiva de 2,1%, compensando a retração do M2. O M4 avançou 0,2% no mês, totalizando R$12 trilhões. Em 12 meses a variação foi de 11,6%.",131
202402,2024-02-01,24,4. Limite do montante de juros e encargos financeiros em cartões de crédito,13
202402,2024-02-01,25,"A Lei nº 14.690 , de 3 de outubro de 2023, determinou que , no crédito rotativo e no parcelamento do saldo devedor das faturas de cartões de crédito e de outros instrumentos de pagamento pós -pagos , o montante total cobrado a título de juros e encargos financeiros não poderá exceder o valor original da dívida . A medida passou a valer a partir de 3 de janeiro de 2024 e, como não afeta a taxa de juros no momento da concessão inicial, não houve impacto na metodologia de apuração estatística das taxas de juros apresentadas nesta Nota.",99
202402,2024-02-01,26,"Visando contribuir para o acompanhamento dos efeitos d essa legislação , o Banco Central passa a divulgar em nova página os percentuais acumulados d os montantes d e juros e encargos nas operações de cartão rotativo e parcelado . Os novos dados mostra m a distribuição de frequência da proporção dos montantes de juros e encargos financeiros cobrados pelas instituições financeiras em relação ao valor original da dívida e estão disponíveis em https://www.bcb.gov.br/estatisticas/juros -cartao -de-credito .",76
202403,2024-03-01,1,Nota para a Imprensa – 2.4.2024 1. Crédito ampliado ao setor não financeiro,13
202403,2024-03-01,2,"Em fevereiro , o saldo do crédito ampliado ao setor não financeiro alca nçou R$16, 3 trilhões (14 8,7% do PIB), aumentando 1 ,2% no mês, devido principalmente à elevação do saldo dos títulos de dívida pública (2,5%). Na comparação interanual, o crédito ampliado cresceu 9, 5%, prevalecendo as elevações da carteira de empréstimos do SFN (7,8%), dos títulos de dívida públic os (12,4%), dos títulos de dívida privados (13,4%) e dos títulos de dívida securitizados (26,9% ).",78
202403,2024-03-01,3,"O crédito ampliado a empresas atingiu R$5,6 trilhões (50, 8% do PIB), aumentando 0, 5% no mês, com elevação nos títulos de dívida (1,2%). Em relação a fevereiro de 2023 , a expansão de 6, 0% do crédito ampliado a empresas refletiu principalmente o aumento de 1 9,9% em títulos de dívida.",52
202403,2024-03-01,4,"O crédito ampliado às famílias atingiu R$3,8 trilhões (3 5,0% do PIB) em fevereiro , com variações positivas de 0,6% no mês e de 10, 1% em doze meses, em função do incremento nos empréstimos do SFN.",37
202403,2024-03-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202403,2024-03-01,6,"O estoque de crédito do SFN avançou 0,2% em fevereiro ao totalizar R$5,8 trilhões . Esse desempenho resultou da diminuição de 0,2 % no estoque de crédito às empresas, que total izou R$ 2,2 trilhões, em contrapartida ao aumento de 0,5% no destinado às famílias, R$ 3,6 trilhões . Comparativamente ao mesmo período do ano anterior , o crédito do SFN em fevereiro aceler ou, com incremento de 8,0% ante 7,7 % ocorrido em janeiro . Observados os mesmos períodos de comparação , os estoques de crédito para pessoas jurídicas e para pessoas físicas registraram aceleração, com incrementos de 4,2% ante 3,7% e de 10,4% ante 10,3% , na mesma ordem .",112
202403,2024-03-01,7,"O estoque de crédito com recursos livres cresc eu 0,1% no mês e 5,3% em doze meses, alcançando R$3,4 trilhões . No segmento de crédito livre às empresas, o estoque somou R$1,4 trilhão, com redução de 0,3% no mês e incremento de 1,2% em doze meses . Basicamente, contribuiram para esse desempenho a redução das modalidades de capital de giro com prazo inferior a 365 dias ( -11,0%), desconto de duplicatas e outros recebíveis ( -0,9%) e antecipação de faturas de cartão de crédito ( -1,4%) .",87
202403,2024-03-01,8,0510152025 fev 22 abr 22 jun 22 ago 22 out 22 dez 22 fev 23 abr 23 jun 23 ago 23 out 23 dez 23 fev 24%Saldos de crédito -Variação em 12 meses Total Livre Direcionado,36
202403,2024-03-01,9,"Nota para a Imprensa – 2.4.2024 De forma diversa , o estoque de crédito livre às famílias avançou 0,3% no mês e 8,5% em relação a fevereiro de 2023, impulsionado, principal - mente, pelas altas das carteiras de crédito pessoal consignado para beneficiários do INSS (2,0%), crédito pessoal não consignado (1,6 %), financiame nto para a aquisição de veículos (1,2%) e crédito pessoal consignado para trabalhadores do setor público (0,6%). Ressalte -se, entretanto, a diminuição da carteira de cartão de crédito à vista , -2,7% , cujo resultado mostrou -se determinante para o avanço menos expressivo da carteira de crédito livre à pessoas físicas no mês . A carteira de crédito não rotativo expan diu 1,1% no mês e 9,5% em doze meses, enquanto as modalidades rotativas dec linaram 2,0% no mês , mas cresceram 5,7% em doze meses.",139
202403,2024-03-01,10,"O estoque do crédito direcionado em fevereiro aumentou 0,5% no mês e 11,8% em doze meses, alcançando R$2,4 trilhões . Por segmento, o crédito direcionado para pessoas jurídicas redu ziu 0,1% no mês e aumentou 9,9% comparativamente ao mesmo mês de 2023 ao somar R$810,5 bilhões, enquanto o crédito direcionado as famílias cresceu 0,8% e 12,8%, na mesma ordem, totalizando R$1,6 trilhão.",62
202403,2024-03-01,11,"As concessões nominais de crédito alcançaram R$501,6 bilhões em fevereiro , mês que apresentou 3 dias úteis a menos em relação a janeiro . Nas séries com ajuste sazonal , as concessões totais decresceram 0,3% no mês , com mesmo percentual de redução observado tanto nas operações com empresas quanto com famílias . No acumulado em doze meses até fevereiro de 2024 , as concessões nominais aumentaram 5,3%, com incrementos de 1,3% nas operações com pessoas jurídicas e 8,6% nas com pessoas físicas . As concessões 300350400450500550600650 fev 22 abr 22 jun 22 ago 22 out 22 dez 22 fev 23 abr 23 jun 23 ago 23 out 23 dez 23 fev 24R$ bilhõesConcessões de crédito Dessazonalizado Nominal",118
202403,2024-03-01,12,"Nota para a Imprensa – 2.4.2024 médias diárias em fevereiro avançaram 9,5% em relação ao observado em janeiro deste ano , com aumentos de 12,6% no segmento de empresas e 7,3% no segmento de famílias .",36
202403,2024-03-01,13,"A taxa média de juros das novas contratações atingiu 27,8% a.a. em fevereiro, com diminuição de 0,4 p.p. no mês e de 3,3 p.p. comparativamente ao mesmo período do ano anterior . O spread bancário das novas contratações assinalou 19,2 p.p., com diminuições de 0,3 p.p. no mês e 1,6 p.p. em doze meses .",55
202403,2024-03-01,14,"No crédito com recursos livre s, a taxa média de juros atingiu 40,2 % a.a. em fevereiro , com decréscimos de 0,3 p.p. no mês e de 3,8 p.p. em doze meses . A redução no mês foi resultado principalmente da efetiva redução nas taxas de juros (efeito taxa), com pequeno efeito contrário na composição da carteira (efeito saldo). Nas operações com empresas , a taxa média alcançou 21,4 % a.a., declínio mensal de 0,9 p.p. e de 2,4 p.p. em relação ao mesmo período do ano anterior . Basicamente, contribuíram para esse resultado as quedas nas taxas médias das modalidades de desconto de duplicatas e outros recebíveis (-1,0 p.p.), capital de giro com prazo superior a 365 dias ( -0,7 p.p.) e cartão de crédito rotativo ( -38,3 p.p.) .",131
202403,2024-03-01,15,"No crédito com recursos livre s às famílias , a taxa média de juros atingiu 52,5 % a.a., com diminuição mensal de 0,1 p.p. e de 6,0 p.p. em doze meses. Esse resultado foi influenciado, basicamente, pelo decréscimo das taxas médias praticadas nas operações de cartão rotativo ( -6,8 p.p.) e cartão parcelado ( -3,3 p.p.) .",57
202403,2024-03-01,16,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, atingiu 21, 9% a.a., mantendo -se estável no mês e caindo 0, 4 p.p. em 12 meses.",35
202403,2024-03-01,17,"A inadimplência da carteira de crédito total do SFN manteve -se estável em fevereiro , em 3,3%. Na comparação em 12 meses, o indicador também permaneceu estável. Por segmento, os percentuais de inadimplência da s carteira s de pessoas jurídicas e de pessoas físicas igualmente mostraram estabilidade, em 2,6% e 3,7%, respectivamente.",52
202403,2024-03-01,18,"No crédito livre , a inadimplência manteve -se estável em 4,6% do total da carteira, comportamento observado também nas carteiras de crédito livre para as empresas e para as famílias, as quais se situaram em 3,3% e 5,5%, respectivamente .",40
202403,2024-03-01,19,"O endividamento das famílias ficou em 48,0% em janeiro , alta de 0,2 p.p. na comparação com o mês anterior e queda de 0,9 p.p. em doze meses . O comprometimento de renda atingiu 25,8% em janeiro , revelando alta de 0,1 p.p. no mês e queda de 1,6 p.p. em 12 meses.",53
202403,2024-03-01,20,"Taxas médias de juros (% a.a.) Variações mensais (p.p.) jan/24 fev/24Efeito TaxaEfeito Saldo Total Pessoa Física 52,6 52,5 -0,2 0,1 -0,1 Pessoa Jurídica 22,3 21,4 -0,6 -0,3 -0,9 Total 40,5 40,2 -0,4 0,1 -0,3Crédito com Recursos Livres",37
202403,2024-03-01,21,Nota para a Imprensa – 2.4.2024 3. Agregados monetários,9
202403,2024-03-01,22,"A base monetária totalizou R$414,7 bilhões no mês de fevereiro, variação de 2,5% no mês e de 2,8% em doze meses. No mês, o volume de papel -moeda em circulação diminuiu 0,9% e nquanto as reservas bancárias cresce ram 18,6%.",40
202403,2024-03-01,23,"Entre os fluxos mensais dos fatores condicionantes da base monetária, impactaram de forma expansionista : as operações do Tesouro Nacional, R$7,6 bilhões ; as do setor externo, R$835 milhões ; as com derivativos, R$409 milhões ; e os depósitos de instituições financeiras, R$26,9 bilhões (liberação de recursos de caderneta de poupança, R$1,5 bilhão, de depósitos a prazo, R$6,3 bilhões, de recursos do Proagro, R$725 milhões, de recursos não aplicados em operações de microfinanças, R$17 milhões, de depósitos volu ntários a prazo, R$17,7 bilhões, e de depósitos de garantias em espécie vinculadas a Linhas Financeiras de Liquidez – LFL, R$767 milhões, recebimentos de depósitos para compensação de cheques e outros papeis, -R$58 milhões). Ap resentaram impactos contracionistas : as operações com títulos públicos federais, R$19,5 bilhões (colocações líquidas de R$85,5 bilhões no mercado primário e compras líquidas de R$66 bilhões no mercado secundário).",142
202403,2024-03-01,24,"Os meios de pagamento restritos (M1) som aram R$611 bilhões, elevação de 0,4% no mês, resultado da redução de 0,7% do papel -moeda em poder do público e do crescimento dos depósitos à vista de 1,4%. Considerando -se dados dessazonalizados, o M1 registrou avanço de 0,4% no mês.",48
202403,2024-03-01,25,"O M2 avançou 0,5% no mês, com saldo total de R$5,9 trilhões, refletindo o crescimento do saldo dos títulos emitidos por instituições financeiras que alcançou R$4,3 trilhões (+0,6%), resultado do crescimento nos saldos das letras financeiras (LF) e dos depósitos a prazo, que totalizaram, respectivamente, R$480 bilhões e R$2,8 trilhões. No período, o saldo dos depósitos de poupança cresceu 0,1%, apesar de ter registrado captação líquida negativa de R$3,8 bilhões, o que foi contrabalançado pela remuneração do perío do. O M3 registrou aumento de 1,2% no período, totalizando R$11,0 trilhões, refletindo o crescimento no saldo das quotas de fundos monetários que totalizou R$4,9 trilhões, com variação positiva de 2,1%. O M4 avançou 1,4% no mês, totalizando R$12,1 trilhões . Em 12 meses a variação foi de 12,2%.",127
202403,2024-03-01,26,"A Política de Revisão das Estatísticas Econômicas Oficiais Compiladas pelo Departamento de Estatísticas (DSTAT) do Banco Central do Brasil , 3ª edição, de junho de 2023, estabelece que revisões extraordinárias devem ser efetuadas e informadas tão logo sejam identificados novos dados, sejam eles originados nas fontes de informação ou nos processos de compilação.",53
202403,2024-03-01,27,"Assim, n esta Nota está sendo realizada revisão extraordinária em função de novas informações recebidas referentes às Estatísticas Bancárias Internacionais (EBI) . Esta revisão extraordinária abrange o período de março, junho e setembro de 2023. As séries revisadas nesta ocasião são as seguintes:",43
202403,2024-03-01,28,a) Ativos internacionais dos bancos locais - Outras sociedades depositárias – Intragrupo (código 29344);,14
202403,2024-03-01,29,Nota para a Imprensa – 2.4.2024 b) Ativos internacionais dos bancos locais - Outras sociedades depositárias - Não intragrupo (código 29345) .,22
202404,2024-04-01,1,Nota para a Imprensa – 3.5.2024 1. Crédito ampliado ao setor não financeiro,13
202404,2024-04-01,2,"Em março , o saldo do crédito ampliado ao setor não fina nceiro alcançou R$16, 5 trilhões (14 9,8% do PIB), aumentando 1 ,1% no mês, devido à elevação dos saldo s dos empréstimos do sistema financeiro nacional (SFN), 1,2%, dos título s de dívida , 0,8%, e da dívida externa , 1,7% . A expansão desta última teve maior influência do aumento no volume , 1,4% , do qu e da depreciação cambial , 0,3% . Na comparação interanual, o crédito ampliado cresceu 10,0%, prevalecendo as elevações dos títulos de dívida , 13,3% , e da carteira de empréstimos do SFN (8,1%).",103
202404,2024-04-01,3,"O crédito amplia do a empresas atingiu R$5, 7 trilhões (5 1,5% do PIB), aumentando 1,9% no mês, com elevação nos empréstimos do SFN , 2,1%, nos títulos de dívida securitizados , 4,1% , e nos empréstimos externos , 1,4%. Em relação a março de 2023, a expansão de 7,4% do crédito ampliado a empresas refletiu o aumento de 1 9,3% em títulos de dívida e de 4,2% nos empréstimos do SFN .",73
202404,2024-04-01,4,"O crédito ampliado às famílias situou -se em R$3, 9 trilhões (3 5,2% do PIB) em março , com aumentos de 0,6% no mês e de 9,7% em doze meses, em função do incremento nos empréstimos do SFN.",38
202404,2024-04-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202404,2024-04-01,6,"O saldo das operações de crédito do SFN totalizou R$5,9 trilhões em março, com crescimento mensal de 1,2% . Esse resultado decorreu dos incrementos de 2,0% no saldo das operações de crédito às pessoas jurídicas e de 0,7% no de pessoas físicas, que totalizaram R$2,3 trilhões e R$3,6 trilhões, respectivamente . Em doze meses, o saldo do crédito do SFN acelero u ao registrar crescimento de 8,3% em março ante 8,1% no mês anterior. Por segmento, observado o mesmo período de comparação, o crédito às empresas também acelero u, com expansão de 5,6% em março ante 4,4% em fevereiro e arrefecimento no crédito às famílias, 10,1% ante 10,5%, na mesma ordem.",111
202404,2024-04-01,7,"O saldo das operações de crédito com recursos livres avançou 1,5% no mês e 6,0 % comparativamente a março do ano anterior , alcançando R$3,4 trilhões . O saldo de crédito livre às pessoas jurídicas atingiu R$1,5 trilhão, com altas de 3,0% tanto no mês quanto em doze meses . Contribuiram para esse desempenho o incremento sazonal na carteira de desconto de duplicatas e outros recebíveis , 14,2%, bem como as elevações das carteiras de cartão de crédito total , 14,0% , e de adiantamentos de contratos de câmbio – ACC, 5,6%. 0510152025 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23 mai 23 jul 23 set 23 nov 23 jan 24 mar 24%Saldos de crédito -Variação em 12 meses Total Livre Direcionado",128
202404,2024-04-01,8,"Nota para a Imprensa – 3.5.2024 O saldo do crédito livre às pessoas físicas cresceu 0,4% no mês e 8,2 % em doze meses , com destaque para os incrementos nas carteiras de financi amento para a aquisição de veículos , 1,5%, crédito pesso al não consignado , 1,4% , e consignado para beneficiários do INSS , 1,2%. Cabe ressaltar que o crescimento observado na carteira de crédito livre às famílias conce ntrou -se nas modalidades não rotativas com altas de 0,8% no mês e de 9,0% em doze meses. Em sentido oposto , nas modalidades rotativas, observou -se queda mensal da carteira de 0,7% e avanço de 6,0% comparativamente a março de 2023.",114
202404,2024-04-01,9,"O saldo do crédito direcionado alcançou R$2,5 trilhões em março, com crescimento mensal de 0,8% e variação de 11,8% comparativamente ao mesmo período do ano anterior . Por segmento, o crédito direcionado às empresas avançou 0,4% no mês e 10,5% em doze meses , ao totalizar R$813,9 bilhões. Nas operações com às famílias, o saldo do crédito direcionado somou R$1,6 trilhão, com incrementos de 1,0% no mês e 12,5% em dozes meses.",72
202404,2024-04-01,10,"As concessões nominais de crédito somaram R$568,9 bilhões em março , mês que apresentou um dia útil a mais que o anterior . Nas séries sazonalmente ajustadas , as concessões totais aumentaram 1,3% no mês, com avanço de 1,9% nas operações realizadas com empresas e redução de 0,3% nas pactuadas com as famílias . No acumulado em doze meses até março de 2024 , as concessões nominais avançaram 5,6%, com altas de 2,4% nas operações realizadas com pessoas -15-551525354555 mar 20 jun 20 set 20 dez 20 mar 21 jun 21 set 21 dez 21 mar 22 jun 22 set 22 dez 22 mar 23 jun 23 set 23 dez 23 mar 24%Saldos de crédito livre PF -Variação em 12 meses PF Livre Não rotativo PF Livre Rotativo 300350400450500550600650 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23 mai 23 jul 23 set 23 nov 23 jan 24 mar 24R$ bilhõesConcessões de crédito Dessazonalizado Nominal",160
202404,2024-04-01,11,"Nota para a Imprensa – 3.5.2024 jurídicas e 8,2% nas com pessoas físicas . As concessões médias diárias em março cresceram 6,6% em relação ao mês anterior , com alta de 17,2% para as empresas e queda de 1,3% para as famílias .",43
202404,2024-04-01,12,"A taxa média de juros das novas concessões alcançou 28,2 % a.a. em março, com incremento de 0,3 p.p. no mês e redução de 3,3 p.p. em doze meses . Por segmento, nas operações com pessoas jurídicas a taxa média de juros manteve -se estável no mês e diminuiu 2,6 p.p. em comparação com março de 2023 , situando -se em 18,7% a.a., enquanto nas operaç ões com pessoas físicas, a taxa média atingiu 32,9% a.a., alta mensal de 0,6 p.p. e redução de 4,0 p.p. em doze meses. O spread bancário situou -se em 19,4 p.p., com incremento de 0,1 p.p. no mês e diminuição de 1,4 p.p. em doze meses.",112
202404,2024-04-01,13,"No crédito com recursos livre s, a taxa média de juros alcançou 40,5 % a.a. em março , com alta de 0,2 p.p. no mês e redução de 3,6 p.p. em doze meses . A elevação no mês resultou basicamente d o aumento das taxas (efeito taxa), atenuad o parcialmente pela alteração da composição das carteiras de crédito (efeito saldo) . Nas operações com pessoas jurídicas , a taxa média atingiu 20,9 % a.a., diminuição de 0,5 p.p. no mês e de 2,9 p.p. em doze meses , cabe ndo ressaltar a redução ocorrida nas taxas médias de desconto de duplicatas , -1,1 p.p. , e de capital de giro com prazo superior a 365 dias , -1,2 p.p.",119
202404,2024-04-01,14,"No crédito com recursos livre s às pessoas físicas , a taxa média de juros situou -se em 53,4 % a.a., incremento de 0,8 p.p. no mês e diminuição de 5,2 p.p. em doze meses. Esse desempenho foi motivado , principalmente , pelos aumentos das taxas médias de crédito pessoal não consignado , 4,5 p.p., bem como cartão de crédito rotativo , 9,4 p.p. , e cartão de crédito parcelado , 1,7 p.p.",73
202404,2024-04-01,15,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, permaneceu em 21,9% a.a., mantendo -se estável no mês e caindo 0, 2 p.p. em 12 meses.",35
202404,2024-04-01,16,"A inadimplência da carteira de crédito total do SFN situou -se em 3,2% em março, assinalando estabilidade no mês e em doze meses ( -0,1 p.p. ). Por segmento, a inadimplência variou -0,1 p.p. tanto nas operações pactuadas com empresas quanto com as famílias. Por outro lado, em doze meses, a inadimplência apresentou comportamentos distintos, com alta de 0,4 p.p. nas operações para o segmento empresarial e redução de mesma intensidade nas realizadas com as famílias.",76
202404,2024-04-01,17,"No crédito com recursos livre s, a inadimplência situou -se em 4,5% da carteira, recuo de 0,1 p.p. no mês e avanço de 0,1 p.p. em doze meses. Na carteira de crédito livre a pessoas jurídicas, a inadimplência declinou 0,1 p.p. e aumentou de 0,8 p.p. em doze meses, atingindo 3,2%. Por outro lado, na carteira de Taxas médias de juros (% a.a.) Variações mensais (p.p.) fev/24 mar/24Efeito TaxaEfeito Saldo Total Pessoa Física 52,6 53,4 0,7 0,1 0,8 Pessoa Jurídica 21,4 20,9 -0,3 -0,2 -0,5 Total 40,3 40,5 0,3 -0,1 0,2Crédito com Recursos Livres",94
202404,2024-04-01,18,"Nota para a Imprensa – 3.5.2024 pessoas físicas, a inadimplência chegou a 5,4%, com reduções de 0,1 p.p. no mês e de 0,6 p.p. comparativamente a março de 2023.",29
202404,2024-04-01,19,"O endividamento das famílias ficou em 4 7,9% em fevereiro , queda de 0, 1 p.p. na comparação com o mês anterior e de 0, 8 p.p. em doze meses . O comprometimento de renda permaneceu em 25,7% em fevereiro , mantendo -se estável no mês e revelando queda de 1, 7 p.p. em 12 meses.",56
202404,2024-04-01,20,"A base monetária alcançou R$417,8 bilhões e m março, alta de 0,7% no mês e de 1,1% em doze meses. No mês, o volume de papel -moeda em circulação recuou 0,6% e as reservas bancárias subiram 6%.",37
202404,2024-04-01,21,"Entre os fluxos mensais dos fatores condicionantes da base monetária, apresentaram expansão as operações do Tesouro Nacional, R$554 milhões, as do setor externo, R$251 milhões, e as com títulos públicos federais, R$30,4 bilhões ( resultado de resgates líquid os de R$18,2 bilhões no mercado primário e compras líquidas de R$12,2 bilhões no mercado secundário). Impactaram de maneira contracionista as operações com derivativos, R$857 milhões , e os depósitos de instituições financeiras, R$1,2 bilhão (resultado de liberação de recursos de caderneta de poupança, +R$189 milhões, de depósitos voluntários a prazo, +R$2,3 bilhões, de Proagro, +R$750 milhões, de depósitos de garantias em espécie vinculadas a Linhas Financeiras de Liquidez – LFL, +R$1,1 bilhão e de recurso s não aplicados em operações de microfinanças, +R$30 milhões, recebimentos de depósitos para compensação de cheques e outros papeis, -R$66 milhões e recolhimentos de depósitos a prazo, -R$5,5 bilhões).",143
202404,2024-04-01,22,"Os meios de pagamento restritos (M1) atingiram R$625,2 bilhões, aumento de 2% no mês, decorrente, principalmente, da elevação dos depósitos à vista em 3,7%, enquanto o papel -moeda em poder do público manteve -se estável. Considerando -se dados dessazonalizad os, o M1 cresceu 1,7% no mês.",46
202404,2024-04-01,23,"O saldo do M2, R$6,0 trilhões , avançou 1,8% no mês, com crescimento do saldo dos títulos emitidos por instituições financeiras , R$4,4 trilhões (+2,0%), resultado d a expansão nos saldos das letras financeiras e dos depósitos a prazo, que totalizaram, respectivamente, R$494 bilhões e R$2,9 trilhões. No período, o saldo dos depósitos de poupança cresceu 0,7%, com captação líquida de R$1,3 bilhões. O M3 aumento u 1,7% no período, totalizando R$11,2 trilhões, refletindo o crescimento no saldo das quotas de fundos monetários , R$5,0 trilhões (+1,5% ). O M4 avançou 1,4% no mês, totalizando R$12,3 trilhões. Em 12 meses sua variação atingiu 11,9%.",104
202404,2024-04-01,24,4. Limit ação do montante de juros e encargos financeiros em cartões de crédito,14
202404,2024-04-01,25,"A Lei nº 14.690 , de 3 de outubro de 2023, determinou que , no crédito rotativo e no parcelamento d o saldo devedor das faturas de cartões de crédito e de outros instrumentos de pagamento pós -pagos , o montante total cobrado a título de juros e encargos financeiros não poderá exceder o valor original da dívida . Essa medida entrou em vigor em 3 de janeiro de 2024 e, como não afeta a taxa de juros pactuada no momento da concessão do crédito , não houve impacto na metodologia de apuração estatística das taxas de juros apresentadas nesta Nota para a Imprensa .",105
202404,2024-04-01,26,"Nota para a Imprensa – 3.5.2024 Visando contribuir para o acompanhamento dos efeitos dessa legislação, o Banco Central passou a divulgar em página específica na internet os percentuais acumulados dos montantes de juros e encargos nas operações de cartão rotativo e parcelado a partir da entrada em vigor da lei . Estes dados mostra m a distribuição de frequência da proporção dos montantes de juros e encargos financeiros cobrados pelas instituições financeiras em relação ao valor original da dívida e estão disponíveis no site do Banco Central, no endereço www.bcb.gov.br/estatisticas/juros -cartao -de-credito ou através do caminho Estatísticas > Taxas de Juros > Juros acumulados no cartão de crédito.",108
202404,2024-04-01,27,"Percentil 25 Percentil 50 Percentil 75 Percentil 99 BANCO BMG S.A. jan/24 12,65 12,90 13,35 28,77 fev/24 5,07 8,68 12,70 18,99 mar/24 7,25 12,45 18,10 29,31 BANCO BRADESCARD jan/24 4,00 5,00 11,50 18,00 fev/24 2,39 4,28 11,66 19,18 mar/24 2,77 5,98 13,41 28,84 BANCO BRADESCO S.A. jan/24 4,00 5,00 11,53 18,00 fev/24 4,07 5,16 11,50 18,24 mar/24 5,83 10,23 14,18 30,10 BANCO BV S.A. jan/24 3,44 6,42 13,17 24,97 fev/24 3,84 6,89 12,65 24,97 mar/24 4,22 8,17 16,21 44,12 BANCO C6 S.A. jan/24 2,77 3,97 8,76 23,60 fev/24 2,84 4,07 8,25 23,60 mar/24 2,87 4,82 9,75 53,97 BANCO CSF S.A. jan/24 3,67 6,27 12,05 24,14 fev/24 4,52 7,76 15,31 28,33 mar/24 4,61 7,78 15,22 28,24 BANCO PAN jan/24 1,40 4,30 12,70 22,70 fev/24 1,40 5,10 15,80 22,70 mar/24 1,40 5,40 17,57 29,26 BANCO SANTANDER (BRASIL) S.A. jan/24 4,56 9,82 17,24 20,50 fev/24 4,39 8,91 16,77 20,51 mar/24 4,83 10,27 17,56 40,86 BCO DO BRASIL S.A. jan/24 0,17 2,49 9,50 20,56 fev/24 1,49 1,86 8,48 21,51 mar/24 2,75 3,10 9,05 30,69 CAIXA ECONÔMICA FEDERAL jan/24 3,34 6,63 11,84 17,86 fev/24 3,24 6,56 11,80 17,86 mar/24 3,78 6,62 11,85 26,03 ITAÚ UNIBANCO S.A. jan/24 4,27 8,21 15,15 21,00 fev/24 4,18 7,94 14,80 21,00 mar/24 4,74 9,09 16,50 37,51 LUIZACRED S.A. SCFI jan/24 4,42 8,79 16,10 20,00 fev/24 4,31 8,37 15,89 20,00 mar/24 4,89 9,26 17,92 37,69 NU FINANCEIRA S.A. CFI jan/24 2,00 5,66 11,18 14,43 fev/24 2,69 6,35 11,20 15,25 mar/24 3,99 10,33 19,10 40,53 PORTOSEG S.A. CFI jan/24 3,49 8,32 17,72 21,09 fev/24 4,03 8,21 17,46 20,78 mar/24 4,65 9,37 17,29 43,59 REALIZE CFI S.A. jan/24 16,96 16,97 17,06 17,06 fev/24 3,77 7,33 16,40 22,66 mar/24 3,18 6,07 12,29 29,05",279
202405,2024-05-01,1,Nota para a Imprensa – 27.5.2024 1. Crédito ampliado ao setor não financeiro,13
202405,2024-05-01,2,"Em abril , o saldo do crédito ampliado ao setor não financeiro alcançou R$16, 7 trilhões (1 50,7% do PIB), aumentando 0,9% no mês, com a elevação dos saldos títulos públicos de dívida (1,4% ) e dos empréstimos extern os (2,2%). Na comparação interanual, o crédito ampliado cresceu 10,4%, prevalecendo as elevações dos títulos de dívida (13,0%) e da carteira de empréstimos do SFN (8,4%).",65
202405,2024-05-01,3,"O crédito ampliado a empresas atingiu R$5, 8 trilhões (5 2,1% do PIB), aumentando 0,9% no mês, com elevaç ões nos empréstimos externos (2,2% ) e nos títulos de dívida securitizados (2,9% ). Em relação a abril de 2023, a expansão de 9,5% do crédito ampliado a empresas refletiu o aumento de 21,5% em títulos de dívida e de 6,2% nos empréstimos externos .",64
202405,2024-05-01,4,"O crédito ampliado às famílias situou -se em R$3, 9 trilhões (3 5,3% do PIB) em abril , com aumentos de 0,8% no mês e de 10,8% em doze meses, em função do incremento nos empréstimos do SFN.",38
202405,2024-05-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202405,2024-05-01,6,"O estoque das operações de crédito do SFN cresceu 0,2% em abril , ao atingir R$5,9 trilhões . Esse desempenho decorreu, basicamente, do crescimento de 0,9% d o estoque de crédito para pessoas físicas, total de R$3,6 trilhões, em contraposição à redução de 0,9% no crédito a pessoas jurídicas, total de R$2,2 trilhões . Nos doze meses até abril , a expansão do crédito do SFN se acelerou , com crescimento de 8,7% ante 8,5% no mês anterior. Por segmento, observados os mesmos períodos de comparação, o estoque de crédito apresentou comportamentos distintos, com desaceleração no crédito às empresas, que cresceu 5,3% ante 5,7% em março e avanço no crédito às famílias, que teve incremento de 10,9% ante 10,3%, no mês anterior .",123
